study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Upreti2013a	API10	0	NA	hr	oral	single dose	dosing	tablet	apixaban	10	mg	NA
Upreti2013a	FAMO40	0	NA	hr	oral	single dose	dosing	tablet	famotidine	40	mg	NA
