study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Mendell2012	ED60	-6|-5|-4|-3|-2|-1|0	NA	day	oral	multiple dose	dosing	tablet	edoxaban	60.0	mg	administered once daily for 7 days
Mendell2012	DIG	-144|-132|-120|-96|-72|-48|-24	NA	hr	oral	multiple dose	dosing	tablet	digoxin	0.25	mg	0.25 mg was administered every 12 hours for the first 2 days and then 0.25 mg/d until day 7
