study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Mendell2012	all	48	NA	species	48	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	healthy	48	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	ethnicity	32	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	ethnicity	13	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	sex	45	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	sex	3	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	overnight fast	48	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Mendell2012	all	48	NA	age	48	NA	NA	31.1	NA	7.35	NA	NA	NA	yr	NA
Mendell2012	all	48	NA	bmi	48	NA	NA	25.7	NA	3.36	NA	NA	NA	kg/m^2	NA
Mendell2012	all	48	NA	prothrombin time	46	NA	NA	12.5	NA	0.525	NA	NA	NA	sec	baseline values
Mendell2012	all	48	NA	inr	46	NA	NA	0.98	NA	0.051	NA	NA	NA	dimensionless	baseline values
Mendell2012	all	48	NA	aPTT	46	NA	NA	35.5	NA	3.85	NA	NA	NA	sec	baseline values
Mendell2012	all	48	NA	Anti-factor Xa activity	46	NA	NA	0.0	NA	0.0	NA	NA	NA	IU/mL	baseline values
