study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Frost2015b	PO10	S0T24R3	NA	hr	oral	multiple dose	dosing	NR	apixaban	10	mg	NA
Frost2015b	PO50	S0T24R3	NA	hr	oral	multiple dose	dosing	NR	apixaban	50	mg	NA
