study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	0.0	hr		0.0					pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	0.25	hr		250.37	333.7	83.33			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	0.5	hr		458.82	615.07	156.25			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	0.75	hr		479.78	604.78	125.0			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	1.0	hr		417.37	542.37	125.0			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	1.25	hr		407.08	511.24	104.16			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	1.5	hr		396.79	490.54	93.75			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	2.0	hr		386.58	469.91	83.33			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	2.5	hr		365.96	438.87	72.91			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	3.0	hr		324.5	387.0	62.5			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	4.0	hr		262.43	324.92	62.49			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	6.0	hr		179.98	211.23	31.25			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	8.0	hr		128.73	139.19	10.46			pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	12.0	hr		57.58					pg/ml	pg/ml
Mikus2019		all	18.0	API25, RIV25, EDO50, KET	concentration	edoxaban	plasma	HPLC MS/MS	edoxaban_API25, RIV25, EDO50, KET	24.0	hr		31.54					pg/ml	pg/ml
