study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	geomean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Frost2015	elderly	39.0	API_20	cumulative amount	apixaban	plasma	calculated	cumulative amount_elderly	96.0	hr	4.333298024979057e-06					7.825928128957955e-08			1/hr * hr/l * mg, time assumed	mole	mg
