study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	0.0	hr		0.166984064223581	0.249994557645419	0.083010493421838	0.234789131232892		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	0.5	hr		0.296562346723255	0.468722788227098	0.172160441503843	0.486943262557749		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	1.5	hr		0.526927908629543	0.652701584813653	0.12577367618411	0.355741677298181		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	3.0	hr		0.852326303040009	1.12832527864855	0.275998975608541	0.78064298901336		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	6.0	hr		0.322691965045394	0.378183777429466	0.055491812384072	0.156954547348436		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	12.0	hr		0.507194622676449	0.732061999303378	0.224867376626929	0.636020987522124		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	24.0	hr		0.173699462467843	0.255785222918843	0.082085760451	0.232173591415026		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	48.0	hr		0.22072601875857	0.3761592215256	0.15543320276703	0.439631486792442		dimensionless	dimensionless
Wang2016		healthy	8.0	API5	inr		plasma	coagulation assay	inr_healthy	72.0	hr		0.22744892443519	0.28125	0.05380107556481	0.152172421468028		dimensionless	dimensionless
