study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
VandenBosch2021	PO2.5	0	NA	hr	oral	single dose	dosing	tablet	apixaban	2.5	mg	NA
VandenBosch2021	PO5	0	NA	hr	oral	single dose	dosing	tablet	apixaban	5.0	mg	NA
