study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	0.0	hr		46.9696969696969				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	0.5	hr		52.4242424242424				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	1.5	hr		66.060606060606				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	3.0	hr		65.4545454545454				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	6.0	hr		62.4242424242424				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	12.0	hr		56.9696969696969				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	24.0	hr		47.2727272727272				oral tablet	s	s
Frost2013		D5	6.0	API_5	mPT		blood	coagulation assay	mPT_D5	48.0	hr		49.090909090909				oral tablet	s	s
