study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments	yraw
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.860161777082873e-06	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	27.5568181818182				percent		64.6306818181818
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	1.4790242665624332e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-17.6136363636364				percent		26.9886363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	1.7255283109895018e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	49.7159090909091				percent		83.0965909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	1.7255283109895018e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	37.7840909090909				percent		73.1534090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	1.7255283109895018e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	26.7045454545454				percent		63.9204545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	1.9720323554165747e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	17.3295454545454				percent		56.1079545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.2185363998436344e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	29.2613636363636				percent		66.0511363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.2185363998436344e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.97727272727276				percent		38.3522727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.4650404442707074e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.8977272727272				percent		77.4147727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.7115444886977803e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-16.7613636363637				percent		27.6988636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.7115444886977803e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	37.7840909090909				percent		73.1534090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.7115444886977803e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	10.5113636363636				percent		50.4261363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	2.9580485331248532e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	19.0340909090909				percent		57.5284090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.204552577551926e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-20.1704545454546				percent		24.8579545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.204552577551926e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	2.84090909090908				percent		44.0340909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.4510566219789995e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	44.6022727272728				percent		78.8352272727273
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.4510566219789995e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-23.5795454545455				percent		22.0170454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.4510566219789995e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	36.0795454545454				percent		71.7329545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.697560666406073e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	11.3636363636363				percent		51.1363636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.697560666406073e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.97727272727276				percent		38.3522727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.944064710833145e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	27.5568181818182				percent		64.6306818181818
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	4.190568755260218e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-8.23863636363644				percent		34.8011363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	4.930080888541437e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-21.875				percent		23.4375
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.176584932968488e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	0.284090909090921				percent		41.9034090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.4230889773955606e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.8977272727272				percent		77.4147727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.4230889773955606e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-26.1363636363637				percent		19.8863636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.4230889773955606e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	19.0340909090909				percent		57.5284090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.669593021822634e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	51.4204545454545				percent		84.5170454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.669593021822634e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.1477272727272				percent		61.7897727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.9160970662497065e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	12.2159090909091				percent		51.8465909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.9160970662497065e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	3.69318181818172				percent		44.7443181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	5.9160970662497065e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.97727272727276				percent		38.3522727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.162601110676779e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.8977272727272				percent		77.4147727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.162601110676779e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	32.6704545454546				percent		68.8920454545455
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.655609199530926e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	52.2727272727272				percent		85.2272727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.655609199530926e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.1477272727272				percent		61.7897727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.902113243957999e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-26.1363636363637				percent		19.8863636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.148617288385071e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	29.2613636363636				percent		66.0511363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.148617288385071e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-2.27272727272724				percent		39.7727272727273
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.395121332812145e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	39.4886363636363				percent		74.5738636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.641625377239217e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-23.5795454545455				percent		22.0170454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.641625377239217e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	22.4431818181817				percent		60.3693181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.134633466093364e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375				percent		70.3125
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.381137510520436e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-14.2045454545455				percent		29.8295454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.381137510520436e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	28.4090909090909				percent		65.3409090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.381137510520436e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-2.27272727272724				percent		39.7727272727273
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.627641554947509e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	41.1931818181818				percent		75.9943181818182
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.627641554947509e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	13.0681818181817				percent		52.5568181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	8.874145599374581e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25				percent		46.875
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.120649643801654e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.1477272727272				percent		61.7897727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.367153688228705e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.6363636363636				percent		73.8636363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.367153688228705e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	31.8181818181817				percent		68.1818181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.860161777082874e-05	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-1.4204545454546				percent		40.4829545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00010106665821509924	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-15.0568181818183				percent		29.1193181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00010353169865936998	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-5.68181818181828				percent		36.9318181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001059967391036407	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.8977272727272				percent		77.4147727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00010846177954791143	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	20.7386363636363				percent		58.9488636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00010846177954791143	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25				percent		46.875
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00011092681999218216	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	31.8181818181817				percent		68.1818181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00011339186043645288	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	25.0				percent		62.5
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00011585690088072361	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-9.94318181818184				percent		33.3806818181818
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00011585690088072361	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	13.0681818181817				percent		52.5568181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001232520222135358	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	44.6022727272728				percent		78.8352272727273
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001232520222135358	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375				percent		70.3125
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.000130647143546348	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-9.09090909090908				percent		34.0909090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.000130647143546348	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	22.4431818181817				percent		60.3693181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.000130647143546348	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	30.1136363636363				percent		66.7613636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.000130647143546348	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	3.69318181818172				percent		44.7443181818181
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001380422648791602	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25				percent		46.875
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00014050730532343093	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	5.39772727272724				percent		46.1647727272727
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00014297234576770166	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	15.625				percent		54.6875
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00014790242665624313	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375				percent		70.3125
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00014790242665624313	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	26.7045454545454				percent		63.9204545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00015036746710051383	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	46.3068181818182				percent		80.2556818181818
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00015036746710051383	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	53.125				percent		85.9375
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00015283250754478435	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	81.25				percent		109.375
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00015529754798905508	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	7.9545454545454				percent		48.2954545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001577625884333258	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	36.0795454545454				percent		71.7329545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00016269266932186728	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.6363636363636				percent		73.8636363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00016762275021040872	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	45.4545454545454				percent		79.5454545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00016762275021040872	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.6363636363636				percent		73.8636363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00016762275021040872	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	30.9659090909091				percent		67.4715909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00016762275021040872	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	11.3636363636363				percent		51.1363636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00017501787154322092	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	21.5909090909091				percent		59.6590909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00017748291198749162	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	4.54545454545448				percent		45.4545454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00017994795243176238	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	17.3295454545454				percent		56.1079545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001824129928760331	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.6363636363636				percent		73.8636363636363
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.0001824129928760331	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	12.2159090909091				percent		51.8465909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00018487803332030382	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	47.1590909090909				percent		80.9659090909091
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00018734307376457455	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	25.0				percent		62.5
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00018980811420884529	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	59.0909090909091				percent		90.9090909090909
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00018980811420884529	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	39.4886363636363				percent		74.5738636363636
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.000192273154653116	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	18.1818181818182				percent		56.8181818181818
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00019720323554165748	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	60.7954545454545				percent		92.3295454545454
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00019720323554165748	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	45.4545454545454				percent		79.5454545454545
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00019966827598592797	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	50.5681818181818				percent		83.8068181818182
Frost2013		single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	0.00019966827598592797	mole/meter^3	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	35.2272727272727				percent		71.0227272727273
