gid	gname	uid	name	N	mean	median	std	cv	min	q005	q095	max	U	symbol	classification	unit
control	Control	[Cve_api]_aucinf	API AUC∞	1000	0.00011549459367490457	9.162971090602307e-05	9.8817996436918e-05	0.8556071179839981	4.031078759064184e-05	5.37671037287329e-05	0.0002390813582093033	0.0013788906063374234	2.65737648265794	<***>	high	mM*min
control	Control	[Cve_api]_cmax	API Cmax	1000	2.1912537281834542e-07	1.7327407741784925e-07	2.0135742817034247e-07	0.9189142525145523	2.914245538138049e-08	9.025061352203341e-08	4.627699043961826e-07	3.328927841782727e-06	2.902736431177595	<***>	high	mM
control	Control	[Cve_api]_thalf	API Half-life	1000	284.2926673332577	279.3766306930045	38.152386821938826	0.1342010934710999	241.1690662671482	244.64453015675358	323.4939227724329	650.5961990944679	0.3042819374587912	<**>	medium	min
control	Control	[Cve_api]_vd	API Vd	1000	49654.086194745854	48172.80552930768	21649.66226578628	0.43600968067109724	2792.8188724683237	17827.74444486461	84786.30564195332	193363.16428459098	1.6834501283549166	<**>	medium	l
control	Control	[Cve_api]_cl	API CL	1000	0.12078753460817597	0.11875399254233643	0.04808647346930021	0.39810791424204867	0.007891411231804413	0.04551360600886562	0.20238018782832476	0.2699374899042374	1.531032050127853	<**>	medium	mole/min/mM
control	Control	[Cve_api]_kel	API kel	1000	0.0024713192705327664	0.0024810492654651637	0.00025985151276349764	0.10514688080244643	0.0010654030588016067	0.002142689979624038	0.0028332829700133985	0.0028741131327022313	0.2980282026295146	<*>	low	1/min
control	Control	[Cve_m1]_aucinf	M1 AUC∞	1000	0.35795991528342996	0.3444419735814397	0.19095544383958876	0.5334548246509436	0.0005112624729376022	0.06482381477315623	0.6944334028984731	1.0962247771297593	2.131341939284916	<***>	high	mM*min
control	Control	[Cve_m1]_cmax	M1 Cmax	1000	0.0004211572360921571	0.000406193180440742	0.00022112540870827726	0.5250424063944871	6.598653610388693e-07	8.049791992443337e-05	0.0008049617292921582	0.0011012352926366717	2.092679941203249	<***>	high	mmole/l
control	Control	[Cve_m1]_thalf	M1 Half-life	1000	286.88584648451535	283.12217867571434	34.65138105249082	0.12078456109671178	243.4972575314209	248.7271443187713	326.1560136522573	654.2951460650098	0.2912509283763017	<*>	low	min
control	Control	[Cve_m7]_aucinf	M7 AUC∞	1000	0.3579942759034735	0.348574890192789	0.1875211093906201	0.5238103567923574	0.0004187069522313384	0.062226842922617424	0.6864493308906474	0.9116841364045928	2.112542810463849	<***>	high	mM*min
control	Control	[Cve_m7]_cmax	M7 Cmax	1000	0.00042227436016168714	0.00040992604799570373	0.0002206103567476821	0.5224337008366108	5.021381363454989e-07	6.898716434291877e-05	0.0008081363557629174	0.0010709825915938575	2.101441391633853	<***>	high	mmole/l
control	Control	[Cve_m7]_thalf	M7 Half-life	1000	286.86616072661485	283.02269279983284	34.700764488069716	0.12096499775426545	243.67856488348815	249.25003922583014	326.5615934864665	656.382426483623	0.29318712345272707	<*>	low	min
control	Control	PT_max	max PT	1000	12.502734236958698	12.50218509282223	0.0026186841319348997	0.00020944891591744312	12.500388022541623	12.501109201452698	12.505534238322284	12.54345493474245	0.0005118718272983207	<*>	low	s
control	Control	mPT_max	max mPT	1000	53.453434053368504	53.41013616534326	0.4339026492802175	0.008117395205086435	53.400117334167	53.40103073768463	53.51922620850592	64.75534338472053	0.004666543081077844	<*>	low	s
control	Control	aPTT_max	max aPTT	1000	28.423455467915563	28.405102817454207	0.12288403339892609	0.004323331958622616	28.400066227180815	28.40054483180661	28.471394529184078	31.51077609377442	0.0050434966096576895	<*>	low	s
control	Control	INR_max	max INR	1000	1.0908942476205907	1.0902004348916141	0.004279083099898604	0.003922546213101725	1.0900014928319617	1.0900211477414175	1.0925695794250612	1.1560023116075828	0.004384124558876945	<*>	low	dimensionless
control	Control	Xa_inhibition_max	max Xa inhibition	1000	0.11180495556140913	0.08598706526636465	0.14500830333045636	1.29697563585015	0.00014980087243008088	0.007427829854249635	0.28488106201842933	2.4946384915010755	4.078108356833789	<***>	high	dimensionless
