run	success	duration	cost	Emax_INR	EC50_api_INR	Emax_mPT	EC50_api_mPT	Emax_PT	EC50_api_PT	Emax_aPTT	EC50_api_aPTT	Emax_antiXa	Emax_antiXa_gram	message	x	x0
8	True	43.99906015396118	3952.9459571576494	1.039561836305882	0.0001940723569696365	2.0219222706330124	5.593387897644722e-05	1.6587220005784251	0.00018436022230444452	0.5831984416695168	0.0001528970357985037	40774.78983249683	2593907.3533155103	`xtol` termination condition is satisfied.	"[1.03956184e+00 1.94072357e-04 2.02192227e+00 5.59338790e-05
 1.65872200e+00 1.84360222e-04 5.83198442e-01 1.52897036e-04
 4.07747898e+04 2.59390735e+06]"	"[2.10105022e-01 3.16669322e-04 2.22314268e+00 9.16737398e-05
 4.58796765e+00 6.31539091e-04 2.27379441e-01 1.09188312e-04
 2.96810774e+04 2.19693092e+06]"
3	True	53.76697659492493	3952.966979682484	1.0323902940566867	0.00019235014526937014	2.0185593891243343	5.5749552377112046e-05	6.188802419893483	0.000732703444385461	0.5810144516207526	0.00015226810257431083	40777.248448016464	2593909.020767824	`xtol` termination condition is satisfied.	"[1.03239029e+00 1.92350145e-04 2.01855939e+00 5.57495524e-05
 6.18880242e+00 7.32703444e-04 5.81014452e-01 1.52268103e-04
 4.07772484e+04 2.59390902e+06]"	"[7.71183413e-01 3.93923861e-04 2.76444107e-01 1.72141070e-05
 1.81499707e+01 5.37237538e-04 3.11195513e-01 1.40293008e-04
 4.31724347e+04 2.00771388e+06]"
6	True	44.20066809654236	3953.069179444917	1.109581446725858	0.00021053153353546144	2.013242407146617	5.548196566581365e-05	4.373366616916234	0.00050136394688604	0.6781292071986982	0.00018127574215353524	40781.033773455696	2593909.1749827364	`xtol` termination condition is satisfied.	"[1.10958145e+00 2.10531534e-04 2.01324241e+00 5.54819657e-05
 4.37336662e+00 5.01363947e-04 6.78129207e-01 1.81275742e-04
 4.07810338e+04 2.59390917e+06]"	"[3.01912654e+00 3.59659168e-04 6.15286307e-01 1.29482615e-05
 3.01994794e+01 2.02344277e-04 2.52239636e+00 1.28702059e-04
 1.48490769e+04 2.46128082e+06]"
7	True	60.406670331954956	3953.070194385222	1.031711231985862	0.00019211915779311447	2.0212168278713314	5.5896572728286856e-05	4.192321490810685	0.0004901005569050164	0.6849275209103916	0.00018334089950335696	40777.22288680206	2593908.740401571	`ftol` termination condition is satisfied.	"[1.03171123e+00 1.92119158e-04 2.02121683e+00 5.58965727e-05
 4.19232149e+00 4.90100557e-04 6.84927521e-01 1.83340900e-04
 4.07772229e+04 2.59390874e+06]"	"[1.75920221e-01 2.30006530e-04 4.98623529e+00 5.15483433e-05
 1.22263931e+00 7.97573179e-04 2.41222880e-01 4.76769684e-04
 3.30868752e+04 2.33831188e+06]"
9	True	51.54009795188904	3953.0704084693307	1.031686298345425	0.00019211262596509872	2.017475207177005	5.570196453486321e-05	3.0438472465153743	0.00035210480389704404	0.6849525298131796	0.00018331893507934	40776.96392613085	2593908.767416077	`xtol` termination condition is satisfied.	"[1.03168630e+00 1.92112626e-04 2.01747521e+00 5.57019645e-05
 3.04384725e+00 3.52104804e-04 6.84952530e-01 1.83318935e-04
 4.07769639e+04 2.59390877e+06]"	"[1.51629540e+00 1.60441467e-04 1.58781910e-01 1.95807792e-05
 8.05593791e+00 1.03401967e-04 5.57431557e+00 6.20748239e-04
 1.47913489e+04 2.98142185e+06]"
0	True	48.91348099708557	3953.071929950873	1.0316341011937489	0.00019209569224425734	2.0209215259012905	5.58804194122442e-05	5.168541668300781	0.0006092934882116647	0.6851144289693978	0.000183390592017076	40777.27243355497	2593908.74649457	`xtol` termination condition is satisfied.	"[1.03163410e+00 1.92095692e-04 2.02092153e+00 5.58804194e-05
 5.16854167e+00 6.09293488e-04 6.85114429e-01 1.83390592e-04
 4.07772724e+04 2.59390875e+06]"	"[1.16028575e+00 1.23681865e-04 7.34251371e-01 1.43801178e-05
 6.61195049e+00 4.71251916e-04 2.46267153e+00 3.88101622e-04
 2.45413507e+04 2.05535265e+06]"
1	True	57.85648250579834	3953.0719394413204	1.0317022466554393	0.0001921205982021368	2.0211220359446065	5.589169888712401e-05	5.1623038525040625	0.0006077655962958939	0.6851067556865731	0.00018339154731567795	40777.268634100765	2593908.768900923	`ftol` termination condition is satisfied.	"[1.03170225e+00 1.92120598e-04 2.02112204e+00 5.58916989e-05
 5.16230385e+00 6.07765596e-04 6.85106756e-01 1.83391547e-04
 4.07772686e+04 2.59390877e+06]"	"[1.82627152e-01 4.84591236e-04 1.89849634e+00 8.10130100e-05
 3.21782497e+01 2.60454622e-04 1.96287326e-01 1.04660527e-04
 1.41412638e+04 2.78170502e+06]"
4	True	73.21021389961243	3953.0719427672743	1.0317031731572248	0.00019212093462381383	2.021118302216902	5.589148865341606e-05	5.010976312237832	0.0005899562285646529	0.685107069415574	0.0001833915937963679	40777.19560658447	2593908.7691786247	`ftol` termination condition is satisfied.	"[1.03170317e+00 1.92120935e-04 2.02111830e+00 5.58914887e-05
 5.01097631e+00 5.89956229e-04 6.85107069e-01 1.83391594e-04
 4.07771956e+04 2.59390877e+06]"	"[1.39050155e+00 9.84486558e-04 3.04720727e-01 5.71731527e-05
 6.81355725e+00 3.38056229e-04 1.22230670e-01 2.96101057e-04
 2.81030033e+04 2.67045432e+06]"
5	True	58.343849420547485	3953.0719498342155	1.0316687192590965	0.00019210836008511241	2.021051725718926	5.588774120276422e-05	4.845583706557296	0.000570476606077318	0.685107313690972	0.00018339162998618524	40777.202227248476	2593908.769196661	`ftol` termination condition is satisfied.	"[1.03166872e+00 1.92108360e-04 2.02105173e+00 5.58877412e-05
 4.84558371e+00 5.70476606e-04 6.85107314e-01 1.83391630e-04
 4.07772022e+04 2.59390877e+06]"	"[4.20656254e-01 1.08173010e-04 7.76192039e+00 1.76875302e-05
 4.05415003e+01 1.76546982e-04 1.13420804e+00 8.90403819e-04
 1.31370272e+04 2.12640348e+06]"
2	True	65.89039278030396	3953.0720895624218	1.0316958928271003	0.00019211504922218774	2.021118485323752	5.589150003860694e-05	1.6277175092158918	0.00018082220541073784	0.6851055650865296	0.00018339116933004492	40777.19518487061	2593908.769175447	`ftol` termination condition is satisfied.	"[1.03169589e+00 1.92115049e-04 2.02111849e+00 5.58915000e-05
 1.62771751e+00 1.80822205e-04 6.85105565e-01 1.83391169e-04
 4.07771952e+04 2.59390877e+06]"	"[2.33093768e+00 2.24269891e-04 3.50268136e+00 4.88998985e-05
 1.02177042e+00 1.45661895e-04 9.23801505e+00 4.11346142e-04
 1.99459237e+04 2.97875761e+06]"
