study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	0.0	hr		1.0063872255489				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	0.5	hr		1.1005988023952				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	1.5	hr		1.27784431137724				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	3.0	hr		1.41676646706586				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	6.0	hr		1.35768463073852				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	12.0	hr		1.19960079840319				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	24.0	hr		1.06866267465069				oral tablet	dimensionless	dimensionless
Frost2013		D25	6.0	API_25	inr		blood	coagulation assay	inr_D25	48.0	hr		1.10858283433133				oral tablet	dimensionless	dimensionless
