study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Cho2025	EDO60	0	NA	hr	oral	single dose	dosing	tablet	edoxaban	60	mg	NA
Cho2025	BBCT	0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	12	g	three times daily for six days, Banhabaekchulcheonmatang -  traditional Korean/Chinese herbal formula
Cho2025	HRHDT	0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	800	mg	three times daily for six days, Hwangryeonhaedoktang- herbal formula
