study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00020402611534276388	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.35254988913525	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00021905961857854626	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.37472283813747	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00021046904530095626	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.61862527716186	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00021046904530095626	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.68514412416851	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002255025485367378	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.59645232815964	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002297978351755321	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.52993348115299	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002362407651337258	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.59645232815964	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00023409312181432864	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.68514412416851	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00023409312181432864	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.81818181818181	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002297978351755321	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.03991130820399	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002426836950919173	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.88470066518847	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002426836950919173	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.86252771618625	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00024697898173071383	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.70731707317073	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002663077716052906	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.86252771618625	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00025556955500830253	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.01773835920177	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00027275070156348427	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.0620842572062	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00027275070156348427	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.9290465631929	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00028563656147986946	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.03991130820399	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003006700647156518	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	1.95121951219512	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0002963747780768553	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.0620842572062	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00028778420479926665	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.19512195121951	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003006700647156518	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.21729490022172	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00031140828131263773	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.19512195121951	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003307370711872165	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.17294900221729	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00031570356795143417	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.39467849223946	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00032429414122902287	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.28381374722838	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003307370711872165	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.37250554323725	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003307370711872165	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.46119733924611	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003586564343393841	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.39467849223946	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003608040776587813	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.48337028824833	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00033718000114540806	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.81596452328159	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00036295172097817845	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.59423503325942	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00037583758089456364	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.52771618625277	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000380132867533358	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.50554323725055	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0003779852242139609	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.63858093126385	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000367247007616975	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.68292682926829	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00037583758089456364	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.79379157427937	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00036509936429757564	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.88248337028824	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004059045873661284	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.68292682926829	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00039516637076914257	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.81596452328159	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004016093007273341	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.88248337028824	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000380132867533358	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.10421286031042	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00038657579749155175	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.10421286031042	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00039301872744974326	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.10421286031042	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00041449516064371927	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.0820399113082	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00041449516064371927	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.19290465631929	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004209380906019108	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.30376940133037	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00043167630719889884	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.0820399113082	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00045100509707347776	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	2.9490022172949	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004359715938376954	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.32594235033259	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00044456216711528403	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.25942350332594	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00044670981043468116	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.2150776053215	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004595956703510664	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.34811529933481	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004638909569898629	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.43680709534368	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004638909569898629	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.28159645232815	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004660386003092601	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.2150776053215	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00047677681690624815	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.23725055432372	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004853673901838368	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.19290465631929	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004703338869480544	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.5920177383592	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004789244602256453	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.56984478935698	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005046961800584157	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.34811529933481	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000519729683294198	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.25942350332594	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004896626768226333	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.61419068736141	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000498253250100222	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.56984478935698	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004810721035450424	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.74722838137472	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0004746291735868488	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.8580931263858	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005175820399748009	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.65853658536585	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005347631865299804	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.45898004434589	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000541206116488172	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.50332594235033	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005261726132523895	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.74722838137472	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005261726132523895	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.83592017738359	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005175820399748009	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.14634146341463	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005326155432105832	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.03547671840354	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005540919764045571	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.90243902439024	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.000562682549682148	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.83592017738359	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005798636962373275	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.76940133037694	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005927495561537128	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.81374722838137	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005369108298493775	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.2350332594235	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005455014031269685	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.27937915742793	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005798636962373275	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	3.99113082039911	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005863066261955213	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.1019955654102	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005712731229597389	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.30155210643015	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005755684095985333	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.27937915742793	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005863066261955213	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.25720620842572	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.00059489719947311	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.19068736141906	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0006120783460282916	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.12416851441241	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0005820113395567247	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.63414634146341	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0006034877727507008	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.45676274944567	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0006099307027088924	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.47893569844789	IU/ml	
Cui2013		12	API10		day	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_antiXa	0.0006163736326670861	mole/meter^3	Anti-factor Xa activity	antiXa	plasma	coagulation assay	antiXa_vs_apixaban	4.58980044345898	IU/ml	
