study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	0.0	hr		12.7920227920228	12.0797720797721	0.712250712250713	2.01454923414971	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	0.5	hr		13.3903133903134	12.8205128205128	0.569800569800568	1.61163938731976	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	1.5	hr		14.045584045584	15.3561253561254	1.31054131054131	3.70677059083546	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	2.0	hr		14.9002849002849	15.2136752136752	0.313390313390315	0.886401663025875	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	2.5	hr		14.3589743589744	13.6182336182336	0.740740740740741	2.0951312035157	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	3.0	hr		13.8176638176638	12.991452991453	0.826210826210827	2.33687711161366	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	4.0	hr		13.6752136752137	12.9344729344729	0.740740740740741	2.0951312035157	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	6.0	hr		13.7891737891738	12.7635327635328	1.02564102564103	2.90095089717558	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	12.0	hr		13.8176638176638	14.8433048433048	1.02564102564103	2.90095089717558	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	24.0	hr		13.7891737891738	14.7008547008547	0.911680911680911	2.57862301971162	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	48.0	hr		13.5897435897436	14.7578347578348	1.16809116809117	3.30386074400553	period 1	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_POST	prothrombin time		plasma	coagulation assay	pt_esrd_P1	72.0	hr		13.5327635327635	14.3304843304843	0.797720797720798	2.25629514224767	period 1	seconds	seconds
