study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	0.0	hr		31.5555555555555	30.5555555555555	1.0	2.82842712474619	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	0.5	hr		36.0555555555556	38.3888888888889	2.33333333333334	6.59966329107445	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	1.5	hr		36.8888888888889	39.7777777777778	2.88888888888889	8.17101169371121	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	2.0	hr		35.3888888888889	34.2222222222222	1.16666666666667	3.29983164553724	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	2.5	hr		37.7777777777778	40.1666666666667	2.38888888888889	6.75679813133811	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	3.0	hr		38.1111111111111	39.5	1.38888888888889	3.92837100659194	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	4.0	hr		36.7222222222222	39.0	2.27777777777779	6.44252845081079	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	6.0	hr		36.6111111111111	34.2777777777778	2.33333333333333	6.59966329107443	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	12.0	hr		32.0	31.1111111111111	0.888888888888886	2.51415744421883	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	24.0	hr		34.4444444444444	33.3333333333333	1.11111111111111	3.14269680527353	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	48.0	hr		33.3333333333333	31.8888888888889	1.44444444444444	4.0855058468556	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	72.0	hr		34.2777777777778	33.3333333333333	0.944444444444443	2.67129228448251	period 2	seconds	seconds
