study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	1.0	hr	NA	188.433	300.373	111.94	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	2.0	hr	NA	283.582	408.582	125.0	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	3.0	hr	NA	333.955	444.03	110.075	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	4.0	hr	NA	358.209	453.358	95.149	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	6.0	hr	NA	253.731	326.493	72.762	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	8.0	hr	NA	195.896	263.06	67.164	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	11.0	hr	NA	123.134	166.045	42.911	NA	ng/ml	NA
Jeong2019	NA	all	23.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_API10	24.0	hr	NA	26.119	39.179	13.06	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	1.0	hr	NA	279.478	551.119	271.641	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	2.0	hr	NA	363.06	626.866	263.806	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	3.0	hr	NA	425.746	660.821	235.075	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	4.0	hr	NA	425.746	613.806	188.06	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	6.0	hr	NA	373.507	488.433	114.926	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	8.0	hr	NA	287.313	373.507	86.194	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	11.0	hr	NA	193.284	253.358	60.074	NA	ng/ml	NA
Jeong2019	NA	all	16.0	API10, ROS20	concentration	apixaban	plasma	HPLC MS	apixaban_API10, ROS20	24.0	hr	NA	44.403	60.075	15.672	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	1.0	hr	NA	190.672	57.463	133.209	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	2.0	hr	NA	282.09	161.94	120.15	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	3.0	hr	NA	323.881	245.522	78.359	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	4.0	hr	NA	329.104	255.97	73.134	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	6.0	hr	NA	237.687	180.224	57.463	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	8.0	hr	NA	175.0	130.597	44.403	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	11.0	hr	NA	109.701	80.97	28.731	NA	ng/ml	NA
Jeong2019	NA	all	7.0	API10, LAP250	concentration	apixaban	plasma	HPLC MS	apixaban_API10, LAP250	24.0	hr	NA	23.507	13.06	10.447	NA	ng/ml	NA
