study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Parasrampuria2015a	all	10.0	NA	species	10.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	healthy	10.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	disease	10.0	NA	renal disease (end-stage)	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	sex	7.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	ethnicity	5.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	ethnicity	4.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	overnight fast	10.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	10.0	NA	age	10.0	NA	NA	NA	47.0	25.0	NA	37.0	63.0	yr	NA
Parasrampuria2015a	all	10.0	NA	bmi	10.0	NA	NA	NA	28.4	14.7	NA	22.7	36.1	kg/m^2	NA
Parasrampuria2015a	all	6.0	NA	sex	3.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	ethnicity	3.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	ethnicity	2.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	overnight fast	6.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	6.0	NA	age	6.0	NA	NA	NA	48.0	25.0	NA	37.0	63.0	yr	NA
Parasrampuria2015a	all	6.0	NA	bmi	6.0	NA	NA	NA	26.9	14.7	NA	22.7	36.1	kg/m^2	NA
Parasrampuria2015a	all	4.0	NA	sex	4.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	4.0	NA	ethnicity	2.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	4.0	NA	ethnicity	2.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	4.0	NA	overnight fast	4.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015a	all	4.0	NA	age	4.0	NA	NA	NA	46.0	23.0	NA	42.0	50.0	yr	NA
Parasrampuria2015a	all	4.0	NA	bmi	4.0	NA	NA	NA	29.9	14.375	NA	25.0	32.5	kg/m^2	NA
