study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0007063174004971818	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	4.45158000714495	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0005562780328564983	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.53418206618817	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0005230145881437062	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.81411451398136	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0005166449923476388	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.11909973693612	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0005322151154046899	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.08699944789062	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00048338154763484444	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.33511740443636	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00047771968470500763	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.23130784969634	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00045294903438697066	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	3.08772693319476	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0004119005281456518	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	2.60075346692215	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00042888611693516214	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	1.8735669513819	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00037085202190433297	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	2.36943912182131	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0003262648513318651	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	2.13815725374298	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0003085715296761241	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	2.65762722873567	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00029300140661907075	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	1.78693124614335	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0002002884011429887	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	1.21254912149654	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.000144377504710847	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.97338183235361	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.0001564089634367508	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.989250105550323	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.000132346045984943	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.845662693644247	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00012314551872395757	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.82177909129291	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00011323725859674277	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.757955246662985	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	0.00010828312853313514	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.638160501445227	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	9.625166980723134e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.654249618394986	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	9.837486840592012e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.526400571595596	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	8.563567681378673e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.582442921632945	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	8.846660827870512e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.646331720307883	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	1.6985588789511403e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.0957227761358839	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	1.981652025442997e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.175590269884056	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	2.9017047515415237e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.0956123542593614	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	3.1140246114104245e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.175486343412035	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	3.467891044525245e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.271326036828943	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	4.6710369171156256e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.279204962489039	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	5.520316356591208e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.382988535611055	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	6.58191565593567e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.398869799616771	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	6.369595796066768e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.470793413659835	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	7.64351495528013e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.438719106232341	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	7.28964852216531e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.478698320937935	IU/ml	
Upreti2013		reference	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_reference	8.209701248263852e-05	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_reference	0.534539313435744	IU/ml	
