study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	0.0	hr		0.10321	0.12703	0.02382	0.005955	Xa activity values under lower limit of quantification are excluded; Rotachrom Heparin assay	IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	3.0	hr		1.80624	1.99679	0.19055	0.0476375		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	3.5	hr		1.74669	1.94915	0.20246	0.050615		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	6.0	hr		1.05992	1.17108	0.11116	0.02779		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	12.0	hr		0.41285	0.48034	0.06749	0.0168725		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	24.0	hr		0.15482	0.20246	0.04764	0.01191		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	48.0	hr		0.10718	0.12703	0.01985	0.0049625		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	72.0	hr		0.10649	0.12306	0.01657	0.0041425		IU/ml	IU/ml
Frost2021a	healthy	16.0	API5	Anti-factor Xa activity		plasma	coagulation assay	xa_healthy	96.0	hr		0.11115	0.12703	0.01588	0.00397		IU/ml	IU/ml
