study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	0.0	hr						INR	percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	3.0	hr		10.5848	13.46979	2.88499	0.7212475		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	3.5	hr		9.49318	12.45614	2.96296	0.74074		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	6.0	hr		10.03899	12.76803	2.72904	0.68226		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	12.0	hr		2.08577	4.81481	2.72904	0.68226		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	24.0	hr		5.28265	9.64912	4.36647	1.0916175		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	48.0	hr		-2.51462	-0.72125	1.79337	0.4483425		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	72.0	hr		0.91618	4.97076	4.05458	1.013645		percent	percent
Frost2021a	healthy	16.0	API5	INR (change)		plasma	coagulation assay	inr_healthy	96.0	hr		-1.26706	0.99415	2.26121	0.5653025		percent	percent
