study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	1.0	hr		1.31210191082802	1.46496815286624	0.15286624203822	0.0241702751095677		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	1.5	hr		1.39872611464968	1.60509554140127	0.20636942675159	0.0326298713979154		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	2.0	hr		1.42165605095541	1.57707006369426	0.15541401273885	0.0245731130280595		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	3.0	hr		1.54394904458598	1.72484076433121	0.18089171974523	0.028601492212989		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	4.0	hr		1.54904458598726	1.71464968152866	0.1656050955414	0.026184464702031		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	6.0	hr		1.46751592356687	1.68662420382165	0.21910828025478	0.0346440609903801		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	8.0	hr		1.36815286624203	1.5796178343949	0.21146496815287	0.033435547234902		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	10.0	hr		1.31210191082802	1.46751592356687	0.15541401273885	0.0245731130280594		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	12.0	hr		1.2764331210191	1.41656050955414	0.14012738853504	0.0221560855171046		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	18.0	hr		1.228025477707	1.32738853503184	0.0993630573248399	0.0157106788212186		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	24.0	hr		1.19490445859872	1.25859872611464	0.06369426751592	0.0100709479623191		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	36.0	hr		1.12611464968152	1.19745222929936	0.0713375796178399	0.0112794617177989		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	48.0	hr		1.14394904458598	1.21528662420382	0.0713375796178402	0.0112794617177989		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	72.0	hr		1.13885350318471	1.21019108280254	0.0713375796178299	0.0112794617177973		dimensionless	dimensionless
Frost2015		male	40.0	API_20	inr		plasma	coagulation assay	inr_male_API_20	96.0	hr		1.1312101910828	1.18980891719745	0.0585987261146499	0.0092652721253341		dimensionless	dimensionless
