study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	geomean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Frost2015	female	39.0	API_20	cumulative amount	apixaban	plasma	calculated	cumulative amount_female	96.0	hr	4.077752094834321e-06					9.896116086931622e-08			1/hr * hr/l * mg, time assumed	mole	mg
