gid	gname	uid	name	N	mean	median	std	cv	min	q005	q095	max	U	symbol	classification	unit
control	Control	[Cve_api]_aucinf	API AUC∞	1000	5.738150531577742e-05	4.5088642136648826e-05	4.874208572398534e-05	0.8494389517275941	1.8103730638373563e-05	2.5293168883387462e-05	0.00013143982256729045	0.0008616310788780999	3.206373300657424	<***>	high	mM*min
control	Control	[Cve_api]_cmax	API Cmax	1000	1.073441859519106e-07	8.674258186918761e-08	8.467900516600958e-08	0.7888550685357579	1.2422084001180536e-08	4.375515907968709e-08	2.439670492061096e-07	1.0503873935995814e-06	3.331133561281518	<***>	high	mM
control	Control	[Cve_api]_thalf	API Half-life	1000	284.66584180919443	279.0682963868792	40.586434146848646	0.1425757087288783	241.27525729209106	244.92525324016805	323.92067203352997	675.7032427787391	0.33812343579714466	<**>	medium	min
control	Control	[Cve_api]_vd	API Vd	1000	102373.15838258913	97416.37317293577	47446.73764070996	0.4634685340408463	5454.051151133458	34382.803476515364	182522.92708376783	475923.86737679	1.8213887324331854	<**>	medium	l
control	Control	[Cve_api]_cl	API CL	1000	0.2484561883932517	0.24133347897450008	0.10385468993946927	0.41800001284367305	0.012628830464714698	0.08278740881027186	0.4302107443105946	0.6010580380165401	1.643004454661789	<**>	medium	mole/min/mM
control	Control	[Cve_api]_kel	API kel	1000	0.002470137635543458	0.0024837910195889	0.00026230973047857266	0.10619235410372652	0.0010258159746421673	0.0021398670802931425	0.002830035597418868	0.0028728481666100225	0.3208416253110677	<**>	medium	1/min
control	Control	[Cve_m1]_aucinf	M1 AUC∞	1000	0.17433036628645093	0.17192948523420418	0.09045800176287226	0.5188883823844906	0.0002204230474076706	0.029552635898579923	0.3276828818363058	0.4873894608989392	2.0781471318527136	<***>	high	mM*min
control	Control	[Cve_m1]_cmax	M1 Cmax	1000	0.00020643071753769548	0.00020333738306025663	0.00010760119653755201	0.5212460520460255	2.710997335474311e-07	3.456606322399185e-05	0.0003949563465661841	0.0005430782557998401	2.0545921039289774	<***>	high	mmole/l
control	Control	[Cve_m1]_thalf	M1 Half-life	1000	286.8069623761418	282.4627260656215	36.826527106160796	0.12840178913740424	243.73714537021033	248.65297762528525	326.3387908372789	679.0891169202574	0.29265817469972794	<*>	low	min
control	Control	[Cve_m7]_aucinf	M7 AUC∞	1000	0.17452823968531891	0.17201757994894304	0.09007410075661941	0.5161004369208471	0.00029894710859245695	0.03315301521456194	0.3368132828147079	0.4953294626507767	2.052149621639088	<***>	high	mM*min
control	Control	[Cve_m7]_cmax	M7 Cmax	1000	0.00020591217548478213	0.00020460171078243644	0.00010549274434521438	0.5123191190460264	3.924556768786021e-07	3.883469197462603e-05	0.0003892500003241433	0.0005401607697418443	2.001676779969951	<***>	high	mmole/l
control	Control	[Cve_m7]_thalf	M7 Half-life	1000	286.82305804376824	282.7019920250345	36.86339256095981	0.12852311390995133	244.02732538407113	248.8246377411273	325.8030400882189	679.3817984899438	0.2905715614280072	<*>	low	min
control	Control	PT_max	max PT	1000	12.501343491313873	12.501063524011688	0.0010698046684322862	8.5575175914141e-05	12.500154765999133	12.500510706966441	12.503186939512034	12.514370287093476	0.0002799359667397153	<*>	low	s
control	Control	mPT_max	max mPT	1000	53.42103624023197	53.40495801953924	0.10026329400260106	0.0018768504143521587	53.400045168908385	53.40048003932142	53.45625498669206	55.15227575964521	0.002795392692846641	<*>	low	s
control	Control	aPTT_max	max aPTT	1000	28.413152183979488	28.402640915652455	0.09074660322174734	0.0031938238543245488	28.400021963932886	28.40023926108378	28.433981506331296	30.373753937299963	0.002184750874749969	<*>	low	s
control	Control	INR_max	max INR	1000	1.0003999825166825	1.0000919441859044	0.002559789572407887	0.0025587661106993274	1.000000744827154	1.0000093009119422	1.0011553603398864	1.0658641765512102	0.002235075037009173	<*>	low	dimensionless
control	Control	Xa_inhibition_max	max Xa inhibition	1000	0.052294141741588085	0.040700825769269255	0.04873997398130058	0.932035068519712	6.77573763705421e-05	0.003997933954558531	0.12992752197954635	0.4715619607631807	4.56564953947297	<***>	high	dimensionless
mildRI	Mild renal impairment	[Cve_api]_aucinf	API AUC∞	1000	6.257411077121092e-05	4.6682101013073284e-05	7.681308431501759e-05	1.227553749758722	1.926025141337979e-05	2.557556065698895e-05	0.00013760993338701578	0.001743319280845483	3.8374711043468963	<***>	high	mM*min
mildRI	Mild renal impairment	[Cve_api]_cmax	API Cmax	1000	1.1856493822274782e-07	8.705993328526837e-08	1.56216310158579e-07	1.3175590735356821	1.1698563244551063e-08	4.497678647853529e-08	2.637389840950769e-07	3.651489182285573e-06	4.083460553660793	<***>	high	mM
mildRI	Mild renal impairment	[Cve_api]_thalf	API Half-life	1000	284.45228302838507	278.6112776760614	41.78954130603074	0.1469123076149142	241.1627350738359	244.53384533003123	323.5252711316446	783.5877415694554	0.3033148082576332	<**>	medium	min
mildRI	Mild renal impairment	[Cve_api]_vd	API Vd	1000	98234.82428958068	94549.34795587671	46965.54270913287	0.47809463750539116	2585.4508190562938	31081.543626153067	175842.78531173183	520050.19718029106	1.8421486868701562	<**>	medium	l
mildRI	Mild renal impairment	[Cve_api]_cl	API CL	1000	0.23866517808781143	0.23309562218779717	0.10103318041569341	0.4233260219407481	0.006241767034781736	0.0790742156607224	0.42546067248340896	0.5649662917027972	1.7250603666699014	<**>	medium	mole/min/mM
mildRI	Mild renal impairment	[Cve_api]_kel	API kel	1000	0.0024726555918511135	0.0024878647663923764	0.0002626533569973414	0.10622318686959159	0.000884581449898175	0.0021424823756522574	0.0028345654242218996	0.0028741885861749204	0.29621885945867876	<*>	low	1/min
mildRI	Mild renal impairment	[Cve_m1]_aucinf	M1 AUC∞	1000	0.3429487792242985	0.3303504777470737	0.18034929557351134	0.5258782258430424	0.0012473879626996442	0.06385169049785978	0.6474795287629689	1.0470149879337447	2.11391184154463	<***>	high	mM*min
mildRI	Mild renal impairment	[Cve_m1]_cmax	M1 Cmax	1000	0.0003017022880123762	0.00029029007745124465	0.0001575543568322681	0.5222179714653176	9.842608339035315e-07	5.430180712776356e-05	0.0005834971740498063	0.0007936786966696118	2.1090640961756595	<***>	high	mmole/l
mildRI	Mild renal impairment	[Cve_m1]_thalf	M1 Half-life	1000	339.298279728033	334.75628194399536	42.001129934606844	0.12378821952257806	260.66155020363163	285.95017735112526	395.8780347620376	813.4201674890585	0.4013782347275353	<**>	medium	min
mildRI	Mild renal impairment	[Cve_m7]_aucinf	M7 AUC∞	1000	0.3432066364432411	0.33405377807065223	0.1786202447872378	0.5204451948783271	0.0003370971761209839	0.05941927068410983	0.6622939843339983	1.0059464458846863	2.0989026901910695	<***>	high	mM*min
mildRI	Mild renal impairment	[Cve_m7]_cmax	M7 Cmax	1000	0.00030164626725372114	0.00029247615717948244	0.0001548264797829873	0.5132716581994347	3.1155566103831575e-07	5.1449839041715414e-05	0.000584931681519764	0.0007921049298854957	2.07957910228456	<***>	high	mmole/l
mildRI	Mild renal impairment	[Cve_m7]_thalf	M7 Half-life	1000	339.2376657470179	336.0549962781452	42.04435726910572	0.12393776256101159	260.1613842625916	287.325079728275	394.8165732593706	835.6797512745852	0.3994502732457112	<**>	medium	min
mildRI	Mild renal impairment	PT_max	max PT	1000	12.50147161830238	12.501077355334344	0.0018638606668467768	0.0001490913009087707	12.500173372274986	12.500556545074785	12.503244300024937	12.542760194617491	0.00035373625465068514	<*>	low	s
mildRI	Mild renal impairment	mPT_max	max mPT	1000	53.42147862649841	53.404814137637906	0.08683485192613848	0.0016254670248506784	53.400057184716495	53.40059242210435	53.46641629883599	54.866541017529464	0.002589369248283744	<*>	low	s
