study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Frost2014	NA	all	14.0	mAPI	0.5	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	18.29	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.59	IU/mL	n of participants is taken from Fig3
Frost2014	NA	all	14.0	mAPI	1.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	46.72	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.83	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	2.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	68.05	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.99	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	92.92	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	1.07	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	4.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	91.76	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	1.47	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	5.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	89.4	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	1.14	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	83.5	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.88	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	8.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	69.32	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.81	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	13.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	57.51	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.71	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	14.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	36.25	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.46	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	48.11	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.61	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	16.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	69.44	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.8	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	17.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	74.19	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.88	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	74.2	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.84	IU/mL	NA
Frost2014	NA	all	14.0	mAPI	20.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mean	71.85	ng/ml	Anti-factor Xa activity	NA	plasma	coagulation assay	Xa_mean_all	0.79	IU/mL	NA
