study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Raghavan2009		group2	4.0	API20	recovery	apixaban-M10	urine	HPLC MS/MS	m10_urine_group2	0.0	hr		0.0					mole	percent
Raghavan2009		group2	4.0	API20	recovery	apixaban-M10	urine	HPLC MS/MS	m10_urine_group2	240.0	hr		1.7507136060894387e-07					mole	percent
