study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group5	6.0	IV5	cumulative amount	apixaban	kidney	calculated	cumulative amount_group5_IV5	60.0	hr	3.0157002953521003e-06	1.4846616546516934e-07							time assumed	mole	mg
