study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021		group1	6.0	IV0_5	NR	NR	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT	3.231653146231752e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban	48.7421383647798				sec	
Frost2021		group1	6.0	IV0_5	NR	NR	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT	4.753001104127965e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban	42.4528301886792				sec	
