study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021		group3	6.0	IV2_5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.0005305027803330599	0.0002244927304870403	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	132.0		12.2		sec	
Frost2021		group3	6.0	IV2_5	0.166666666666667	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.0003473598498464179	6.702891387435256e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	109.057692307692		2.327586206896		sec	
Frost2021		group3	6.0	IV2_5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.0002356119116156801	9.970383442791296e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	91.2218169761273		3.10344827586211		sec	
Frost2021		group3	6.0	IV2_5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.00017150082297431773	4.8055476285257896e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	81.1505305039787		3.10344827586211		sec	
Frost2021		group3	6.0	IV2_5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.00017150082297431773	3.309396263733036e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	76.5281830238726		3.8822944297082		sec	
Frost2021		group3	6.0	IV2_5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.0001339635090409976	4.369739957959348e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	75.7881299734748		3.1004641909814		sec	
Frost2021		group3	6.0	IV2_5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	0.0001248346574635184	2.943808393374342e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	78.9244031830238		3.10344827586211		sec	
Frost2021		group3	6.0	IV2_5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	7.616856733394059e-05	4.015931789086943e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	65.7974137931034		3.10344827586209		sec	
Frost2021		group3	6.0	IV2_5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	5.3520366896949294e-05	1.745774558075147e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	51.8945623342175		2.32758620689651		sec	
Frost2021		group3	6.0	IV2_5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	2.7014869944357127e-05	1.1313294654517084e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	62.8879310344827		3.1034482758621		sec	
Frost2021		group3	6.0	IV2_5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	1.24284491731916e-05	5.84050584833123e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	58.426724137931		2.3246021220159		sec	
Frost2021		group3	6.0	IV2_5	24.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	7.3091252768571286e-06	4.209666779138868e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	55.5142572944297		2.32758620689651		sec	
