study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group4	6.0	IV3_75	cumulative amount	apixaban	kidney	calculated	cumulative amount_group4_IV3_75	60.0	hr	2.2556924553423505e-06	1.786141050794692e-07							time assumed	mole	mg
