study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group3	6.0	IV2_5	cumulative amount	apixaban	kidney	calculated	cumulative amount_group3_IV2_5	60.0	hr	9.455341337822307e-07	2.1113376468437716e-07							time assumed	mole	mg
