study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021		group1	6.0	IV0_5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	9.984822676679326e-05	5.7569891371274e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	74.4		9.4		sec	data from Fig1 and 2
Frost2021		group1	6.0	IV0_5	0.166666666666667	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	8.090980629920086e-05	3.386059222371687e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	67.9370026525198		6.98275862068959		sec	
Frost2021		group1	6.0	IV0_5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	6.1128589180237e-05	2.8636831488315126e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	61.7420424403183		6.2098806366048		sec	
Frost2021		group1	6.0	IV0_5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	5.1268986655063983e-05	1.1962688549365399e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	61.7599469496021		4.6551724137931		sec	
Frost2021		group1	6.0	IV0_5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	4.009105646398978e-05	7.652927771289011e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	60.2380636604774		3.8793103448276		sec	
Frost2021		group1	6.0	IV0_5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	3.24675161212914e-05	6.189987792186508e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	58.7191644562334		5.4340185676393		sec	
Frost2021		group1	6.0	IV0_5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	2.9200521388019366e-05	4.377334931688357e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	56.4214190981432		4.65218832891249		sec	
Frost2021		group1	6.0	IV0_5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	1.7845014268250033e-05	3.414869414119652e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	59.5875331564986		6.979774535809		sec	
Frost2021		group1	6.0	IV0_5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	1.2115908849356649e-05	1.235519261304766e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	57.3255968169761		3.1064323607427		sec	
Frost2021		group1	6.0	IV0_5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	5.39508415498309e-06	1.5001054878856802e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	56.6780503978779		3.1004641909814		sec	
Frost2021		group1	6.0	IV0_5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	9.985816089695017e-07	1.4834784321636868e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	57.6478779840848		3.1064323607427		sec	
