study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group_po	3.0	PO5	cumulative amount	apixaban	kidney	calculated	cumulative amount_group_po_PO5	60.0	hr	1.3594341675734494e-06	8.136223408235082e-07							time assumed	mole	mg
