study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.05	hr	805.265819114199	1024.39972805111	219.133908936912	48.9998316558184	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.25	hr	441.111163976708	561.127822840024	120.016658863315	26.8365407650776	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.5	hr	322.559246910397	224.81777635469	97.741470555707	21.8556572383355	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	1.0	hr	253.482407085551	410.242899000202	156.760491914651	35.0527116107466	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	2.0	hr	214.09786393733	253.405675816807	39.3078118794774	8.78949394092853	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	3.0	hr	172.29480975225	203.912255020383	31.6174452681326	7.06987568944235	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	4.0	hr	149.052896130492	185.132783811488	36.0798876809956	8.06770814752635	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	8.0	hr	67.2232815423925	87.6030754135864	20.379793871194	4.55706044634233	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	12.0	hr	32.5892594256685	44.5602175127755	11.970958087107	2.67678760385722	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	16.0	hr	17.3950192673536	22.6685926324168	5.27357336506327	1.17920685286138	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	24.0	hr	9.49234919841243	12.9801403435802	3.48779114516782	0.779893809191708	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	36.0	hr	3.2718602627325	4.8090521404727	1.53719187774021	0.343726553308765	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	48.0	hr	2.26665910085124	3.09926719235878	0.832608091507542	0.186176829122723	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	168.05	hr	749.084656657726	908.179069580245	159.094412922519	35.5745922135174	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	168.25	hr	410.398181875191	509.662404206485	99.2642223312947	22.1961548866428	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	168.5	hr	292.974817123363	194.601151355357	98.3736657680059	21.9970203853105	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	169.0	hr	219.421417132014	129.200231630108	90.221185501906	20.174070379288	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	170.0	hr	156.569315379742	111.784302934885	44.7850124448564	10.0142332199873	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	171.0	hr	123.016339759748	85.7303596439778	37.2859801157702	8.33739861465677	ng/ml	NA
Vakkalagadda2016	NA	all	20.0	API5IV_after, RIF600	concentration	apixaban	plasma	LC MS/MS	API5IV_after, RIF600_all_apixaban	172.0	hr	106.417876669906	27.6457956262991	78.7720810436064	17.6139727942626	ng/ml	NA
