study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Mikus2019	API25	0	NA	hr	oral	single dose	dosing	tablet	apixaban	25	μg	NA
Mikus2019	RIV25	0	NA	hr	oral	single dose	dosing	tablet	rivaroxaban	25	μg	NA
Mikus2019	EDO50	0	NA	hr	oral	single dose	dosing	tablet	edoxaban	50	μg	NA
Mikus2019	KET	0	NA	hr	oral	multiple dose	dosing	tablet	ketoconazole	400	mg	"""once daily"", three oral doses of ketoconazole, 400 mg were administered, starting 24.5 h before, 30 min before, and 24 h after FXaI administration"
Mikus2019	baseline	0	NA	hr	oral	single dose	dosing	tablet	edoxaban	0	mg	NA
