study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mikus2019	all	18.0	API25, RIV25, EDO50	inr	NA	plasma	coagulation assay	NA	NA	1021.0	NA	NA	NA	NA	NA	NA	dimensionless	geometric mean
Mikus2019	all	18.0	API25, RIV25, EDO50	aPTT	NA	plasma	coagulation assay	NA	NA	26.7	NA	NA	NA	NA	NA	NA	sec	geometric mean
Mikus2019	all	18.0	API25, RIV25, EDO50, KET	inr	NA	plasma	coagulation assay	NA	NA	1016.0	NA	NA	NA	NA	NA	NA	dimensionless	geometric mean
Mikus2019	all	18.0	API25, RIV25, EDO50, KET	aPTT	NA	plasma	coagulation assay	NA	NA	26.7	NA	NA	NA	NA	NA	NA	sec	geometric mean
Mikus2019	all	18.0	baseline	inr	NA	plasma	coagulation assay	NA	NA	0.984	NA	NA	NA	NA	NA	NA	dimensionless	geometric mean
Mikus2019	all	18.0	baseline	aPTT	NA	plasma	coagulation assay	NA	NA	25.9	NA	NA	NA	NA	NA	NA	sec	geometric mean
