study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	0.25	hr	NA	9.86	24.65	14.79	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	0.5	hr	NA	108.45	202.11	93.66	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	1.0	hr	NA	221.83	315.49	93.66	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	1.5	hr	NA	236.62	325.35	88.73	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	2.0	hr	NA	226.76	315.49	88.73	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	2.5	hr	NA	221.83	295.77	73.94	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	3.0	hr	NA	187.32	256.34	69.02	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	3.5	hr	NA	182.39	251.41	69.02	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	4.0	hr	NA	152.82	202.11	49.29	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	5.0	hr	NA	123.24	152.82	29.58	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	6.0	hr	NA	103.52	133.1	29.58	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	8.0	hr	NA	73.94	93.66	19.72	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	12.0	hr	NA	39.44	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	16.0	hr	NA	23.73	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	24.0	hr	NA	14.83	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	36.0	hr	NA	2.97	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	48.0	hr	NA	1.2	NA	NA	NA	ng/ml	NA
Vandell2018	NA	SLC_C	384.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60_SLC_C	60.0	hr	NA	0.8	NA	NA	NA	ng/ml	NA
