study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Cui2013	all	18.0	NA	species	18.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	all	18.0	NA	ethnicity	18.0	NA	chinese	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	all	18.0	NA	overnight fast	18.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	overnight fast (≥8h fast)
Cui2013	all	18.0	NA	healthy	18.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	all	18.0	NA	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	all	18.0	NA	sex	6.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	API10	12.0	all	healthy	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	API10	12.0	all	age 	12.0	NA	NA	35.0	NA	3.0	NA	32.0	39.0	yr	NA
Cui2013	API10	12.0	all	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	API10	12.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	API10	12.0	all	weight	12.0	NA	NA	63.1	NA	5.0	NA	54.0	68.0	kg	NA
Cui2013	API10	12.0	all	bmi	12.0	NA	NA	23.5	NA	0.7	NA	21.4	24.0	kg/m^2	NA
Cui2013	API10	12.0	all	height	12.0	NA	NA	163.7	NA	5.3	NA	152.0	169.0	cm	NA
Cui2013	PLACEBO	6.0	all	healthy	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	PLACEBO	6.0	all	age 	6.0	NA	NA	32.0	NA	4.0	NA	28.0	38.0	yr	NA
Cui2013	PLACEBO	6.0	all	sex	4.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	PLACEBO	6.0	all	sex	2.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Cui2013	PLACEBO	6.0	all	weight	6.0	NA	NA	61.4	NA	7.3	NA	54.0	72.0	kg	NA
Cui2013	PLACEBO	6.0	all	bmi	6.0	NA	NA	22.2	NA	1.6	NA	19.5	23.6	kg/m^2	NA
Cui2013	PLACEBO	6.0	all	height	6.0	NA	NA	166.2	NA	6.0	NA	156.0	174.5	cm	NA
