study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Cui2013	API10	0	NA	hr	oral	single dose	dosing	tablet	apixaban	10	mg	NA
Cui2013	API10M	-120|-108|-96|-84|-72|-60|-48|-36|-24|-12|0	NA	hr	oral	multiple dose	dosing	tablet	apixaban	10	mg	NA
Cui2013	PLACEBO	0	NA	hr	oral	single dose	dosing	tablet	placebo	0	mg	NA
