study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	min	max	cv	comments	mean_unit
Tirona2018		nafld	22.0	API2.5, ROS5	cumulative amount	apixaban	plasma	LC MS/MS	cumulative amount_nafld_apixaban	12.0	hr	1.1838955386289443e-06	3.960826985854189e-07						mole
