study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00022004801216779976		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	78.5597381342062				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00021558003222530532		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	75.1227495908347				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00021781402219655277		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	70.7037643207856				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.000214463037239682		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	68.7397708674304				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00022619148458872683		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	84.4517184942717				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023065946453122086		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	81.9967266775777				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00022619148458872683		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	79.5417348608838				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023456894698090308		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	78.5597381342062				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023177645951684433		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	75.6137479541735				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023568594196652444		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	74.6317512274959				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024015392190901845		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	69.721767594108				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024238791188026547		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	79.050736497545				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024462190185151246		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	77.0867430441898				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024964837928681825		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	76.1047463175123				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002535578617364983		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	78.5597381342062				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024964837928681825		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	79.5417348608838				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002451803993443242		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	82.4877250409165				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023680293695214793		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	85.4337152209492				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00023847842943058322		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	85.9247135842881				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00024797288680838297		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	86.9067103109656				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002474143893155712		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	90.8346972176759				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002524408667508748		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	88.8707037643208				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00025858433917180405		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	89.3617021276596				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00026137682663586286		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	92.7986906710311				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00025802584167899234		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	94.7626841243863				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00026137682663586286		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	81.0147299509002				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002563503492005571		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	81.9967266775777				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00025467485672212183		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	85.4337152209492				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00026137682663586286		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	85.4337152209492				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00026528630908554513		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	86.4157119476269				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00027142978150647217		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	87.3977086743044				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00027087128401366047		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	82.9787234042553				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002758977614489662		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	86.4157119476269				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002753392639561545		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	90.8346972176759				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00027757325392740144		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	95.253682487725				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002853922188267639		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	94.2716857610474				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00028259973136270507		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	90.3436988543371				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002842752238411403		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	87.3977086743044				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002926526862333166		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	85.4337152209492				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002909771937548813		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	88.8707037643208				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00029432817871175184		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	91.8166939443535				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002926526862333166		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	94.7626841243863				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00029991315363986717		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	96.7266775777414				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00029991315363986717		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	101.636661211129				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0002987961586542437		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	108.019639934534				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00028986019876925785		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	106.055646481178				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003060566260607965		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	90.3436988543371				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003127585959745353		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	97.708674304419				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003127585959745353		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	101.636661211129				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003205775608738998		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	100.163666121113				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00032392854583077036		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	102.618657937807				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00032560403830920564		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	111.947626841244				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003317475107301327		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	109.001636661211				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003350984956870032		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	110.474631751227				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003373324856582502		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	112.438625204583				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00034180046560074206		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	109.49263502455				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00034570994805042433		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	112.929623567921				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00033453999819419144		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	98.6906710310966				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003512949229785418		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	108.019639934534				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003524119179641653		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	120.294599018003				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003579968928922807		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	112.438625204583				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003652573602988335		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	113.42062193126				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00036916684274851565		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	122.749590834697				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.000357438395399469		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	130.605564648118				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003725178277053841		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	110.965630114566				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003781028026335016		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	110.474631751227				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00037531031516944285		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	106.546644844517				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00022004801216779976		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	99.1816693944353				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	6.925368910864722e-05		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	61.3747954173486				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0003842462750544308		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	139.443535188216				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0004015596973315929		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	139.443535188216				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00041496363715907286		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	149.754500818331				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.000399325707360346		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	117.839607201309				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.0004585264415983829		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	157.119476268412				ug/l	
Kreutz2017		all	1.0	api	NR	hr	concentration	apixaban	plasma	LC MS/MS	api_apixaban_plasma_vs_Anti-factor Xa activity_ug	0.00047416437139710985		mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	api_Anti-factor Xa activity_vs_apixaban_ug	160.065466448445				ug/l	
