study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	0.5	hr	NA	34.88	63.804151	28.924151	10.2262316560818	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	1.0	hr	NA	141.65	169.899922	28.249922	9.98785570709552	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	1.5	hr	NA	181.52	236.569882	55.049882	19.4630724328596	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	2.0	hr	NA	205.72	247.323382	41.603382	14.7090167662472	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	2.5	hr	NA	212.85	240.161231	27.311231	9.65597832132612	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	3.0	hr	NA	222.82	263.103506	40.283506	14.2423701312845	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	4.0	hr	NA	207.89	255.943727	48.053727	16.9895581114935	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	6.0	hr	NA	158.8	205.060215	46.260215	16.3554558628238	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	8.0	hr	NA	117.55	152.743798	35.193798	12.4428866107548	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	10.0	hr	NA	87.69	107.599016	19.909016	7.03890011017574	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	12.0	hr	NA	66.36	85.390976	19.030976	6.72846609109922	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	18.0	hr	NA	33.0	46.723901	13.723901	4.85213173071642	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	24.0	hr	NA	23.12	31.713577	8.593577	3.03828828567437	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	36.0	hr	NA	9.06	14.59539	5.53539	1.9570559027561	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	48.0	hr	NA	4.95	11.814149	6.864149	2.42684315248743	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	72.0	hr	NA	1.74	6.967724	5.227724	1.84827954528583	ng/ml	NA
Chang2016	NA	normal 	8.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_normal	96.0	hr	NA	0.66	6.423963	5.763963	2.03786866190418	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	0.5	hr	NA	36.562373	64.520208	27.957835	8.84104370471736	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	1.0	hr	NA	111.118444	170.615979	59.497535	18.8147725765586	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	1.5	hr	NA	159.867221	217.931852	58.064631	18.361648545722	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	2.0	hr	NA	187.109789	274.56595	87.456161	27.6560664174389	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	2.5	hr	NA	204.319657	240.878869	36.559212	11.561037938096	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	3.0	hr	NA	216.509222	286.04262	69.533398	21.9883911130997	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	4.0	hr	NA	225.83456	305.4054	79.57084	25.1625089732832	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	6.0	hr	NA	190.006422	265.275388	75.268966	23.8021369685773	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	8.0	hr	NA	168.515229	217.977692	49.462463	15.6414041761805	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	10.0	hr	NA	136.989755	172.115273	35.125518	11.1076640873242	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	12.0	hr	NA	109.046937	149.906442	40.859505	12.9209099867038	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	18.0	hr	NA	54.609221	77.548335	22.939114	7.25398477462557	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	24.0	hr	NA	45.332885	66.121457	20.788572	6.57392368224019	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	36.0	hr	NA	19.611741	31.081297	11.469556	3.62699207108502	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	48.0	hr	NA	12.528625	15.397595	2.86897	0.907247973869328	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	72.0	hr	NA	4.817182	6.966934	2.149752	0.679811272450229	ng/ml	NA
Chang2016	NA	mild	10.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_mild	96.0	hr	NA	2.840517	4.989478	2.148961	0.67956113628731	ng/ml	NA
Chang2016	NA	moderate	7.0	API10	concentration	apixaban	plasma	HPLC MS	apixaban_moderate	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
