study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Upreti2013	high	19.0	API10	clearance_renal	apixaban	plasma	HPLC MS/MS	clearance_renal_high			6.456293072179908e-07				2.711643090315561e-07		42.0		meter^3*mole/kilogram/second	ml/min
