study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Upreti2013	low	18.0	API10	cumulative amount	apixaban	plasma	calculated	cumulative amount_low	0.0	hr	0.0								mole	mg
Upreti2013	low	18.0	API10	cumulative amount	apixaban	plasma	calculated	cumulative amount_low	72.0	hr	4.462903155603917e-06				1.6097413908378435e-06			time assumed	mole	mg
