study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Upreti2013	high	19.0	API10	cumulative amount	apixaban	plasma	calculated	cumulative amount_high	0.0	hr	0.0				0.0				mole	mg
Upreti2013	high	19.0	API10	cumulative amount	apixaban	plasma	calculated	cumulative amount_high	72.0	hr	3.62817845484222e-06				1.893964756878912e-06			time assumed	mole	mg
