study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	geomean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Frost2015	male	40.0	API_20	cumulative amount	apixaban	plasma	calculated	cumulative amount_male	96.0	hr	4.742680876860498e-06					1.400828047581591e-07			1/hr * hr/l * mg, time assumed	mole	mg
