study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00016713819368879216	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	0.9				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0001120348204570185	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	0.9				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0001191512513601741	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	0.9				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00025425462459194775	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.0				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	4.626768226332971e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.0				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	3.6126224156692056e-06	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	1.603917301414581e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	2.494015233949946e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	3.2056583242655065e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	3.9151251360174095e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	6.404787812840043e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	7.116430903155604e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00010137105549510337	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0001422633297062024	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0001991512513601741	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00021690968443960828	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.1				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	1.8280739934711643e-06	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	1.427638737758433e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	4.9815016322089225e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	8.182807399347117e-05	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00010315560391730142	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0001422633297062024	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.00028267682263329703	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	0.0003342328618063112	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_inr	5.375408052230686e-06	mole/meter^3	inr	plasma	coagulation assay	young_male_inr_vs_apixaban	1.2				dimensionless	
