study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	47.4618793411099				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.8646205563761632e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	49.7218371650617				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.8646205563761632e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	58.0049696951822				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.8646205563761632e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	63.652560056628				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.8646205563761632e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	64.4055721048207				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	3.7292411127522528e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	61.01747872764				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	7.458482225504528e-06	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	66.289484744363				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.1187723338256867e-05	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	46.7120931707245				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.1187723338256867e-05	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	63.6548642550619				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	1.6781585007385224e-05	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	76.4574515933993				sec	
Frost2015		young_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	young_male_apixaban_vs_mPT	2.4240067232889664e-05	mole/meter^3	mPT	plasma	coagulation assay	young_male_mPT_vs_apixaban	68.5526684461223				sec	
