study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Metze2021	all	80.0	NA	species	80.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	healthy	80.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	disease	80.0	NA	cardiovascular system disease	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	sex	43.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	sex	37.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	overnight fast	80.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	all	80.0	NA	age	80.0	NA	NA	69.0	NA	14.0	NA	NA	NA	yr	NA
Metze2021	all	80.0	NA	TGLT	80.0	NA	NA	0.85	NA	NA	NA	1.1	2.8	min	mean not given
Metze2021	all	80.0	NA	TGP	80.0	NA	NA	214.0	NA	NA	NA	249.0	677.0	dimensionless	nmol/L
Metze2021	all	80.0	NA	TPTG	80.0	NA	NA	1.7	NA	NA	NA	2.1	5.5	min	min
Metze2021	all	80.0	NA	ETP	80.0	NA	NA	1172.5	NA	NA	NA	1055.0	3400.0	dimensionless	nmol/L*min
Metze2021	all	80.0	NA	gfr	80.0	NA	NA	69.0	NA	18.0	NA	NA	NA	ml/min	ml/min
Metze2021	api	20.0	all	age	20.0	NA	NA	72.0	NA	10.0	NA	NA	NA	yr	NA
Metze2021	api	20.0	all	gfr	20.0	NA	NA	66.0	NA	18.0	NA	NA	NA	ml/min	NA
Metze2021	api	20.0	all	disease	16.0	NA	hypertension	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	api	20.0	all	disease	10.0	NA	diabetes	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	api	20.0	all	disease	13.0	NA	coronary atherosclerosis	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	edo	20.0	all	age	20.0	NA	NA	73.0	NA	10.0	NA	NA	NA	yr	NA
Metze2021	edo	20.0	all	gfr	20.0	NA	NA	65.0	NA	15.0	NA	NA	NA	ml/min	NA
Metze2021	edo	20.0	all	disease	16.0	NA	hypertension	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	edo	20.0	all	disease	10.0	NA	diabetes	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	edo	20.0	all	disease	4.0	NA	coronary atherosclerosis	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	riv	20.0	all	age	20.0	NA	NA	72.0	NA	13.0	NA	NA	NA	yr	NA
Metze2021	riv	20.0	all	gfr	20.0	NA	NA	67.0	NA	18.0	NA	NA	NA	ml/min	NA
Metze2021	riv	20.0	all	disease	16.0	NA	hypertension	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	riv	20.0	all	disease	10.0	NA	diabetes	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	riv	20.0	all	disease	7.0	NA	coronary atherosclerosis	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	dab	20.0	all	age	20.0	NA	NA	59.0	NA	17.0	NA	NA	NA	yr	NA
Metze2021	dab	20.0	all	gfr	20.0	NA	NA	78.0	NA	19.0	NA	NA	NA	ml/min	NA
Metze2021	dab	20.0	all	disease	16.0	NA	hypertension	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	dab	20.0	all	disease	10.0	NA	diabetes	NA	NA	NA	NA	NA	NA	NA	NA
Metze2021	dab	20.0	all	disease	6.0	NA	coronary atherosclerosis	NA	NA	NA	NA	NA	NA	NA	NA
