study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Metze2021	api	20.0	API5	TGLT	NA	NA	coagulation assay	0.0	hr	1.5	NA	NA	1.4	1.5	NA	NA	min	NA
Metze2021	api	20.0	API5	TGP	NA	NA	coagulation assay	0.0	hr	459.0	NA	NA	421.0	480.0	NA	NA	dimensionless	nmol/L
Metze2021	api	20.0	API5	TPTG	NA	NA	coagulation assay	0.0	hr	2.7	NA	NA	2.6	3.0	NA	NA	min	NA
Metze2021	api	20.0	API5	ETP	NA	NA	coagulation assay	0.0	hr	1656.0	NA	NA	1601.0	1893.0	NA	NA	dimensionless	nmol/L*min
Metze2021	api	20.0	API5	TGLT	NA	NA	coagulation assay	3.0	hr	2.6	NA	NA	2.1	3.0	NA	NA	min	NA
Metze2021	api	20.0	API5	TGP	NA	NA	coagulation assay	3.0	hr	282.0	NA	NA	210.0	310.0	NA	NA	dimensionless	NA
Metze2021	api	20.0	API5	TPTG	NA	NA	coagulation assay	3.0	hr	5.4	NA	NA	4.0	5.7	NA	NA	min	NA
Metze2021	api	20.0	API5	ETP	NA	NA	coagulation assay	3.0	hr	1681.0	NA	NA	1407.0	1837.0	NA	NA	dimensionless	NA
Metze2021	api	20.0	API5	cmax	apixaban	plasma	LC MS/MS	3.0	hr	109.0	NA	NA	18.0	251.0	NA	NA	ng/mL	NA
Metze2021	edo	20.0	ED60	TGLT	NA	NA	coagulation assay	0.0	hr	1.5	NA	NA	1.4	1.6	NA	NA	min	NA
Metze2021	edo	20.0	ED60	TGP	NA	NA	coagulation assay	0.0	hr	393.0	NA	NA	346.0	441.0	NA	NA	dimensionless	NA
Metze2021	edo	20.0	ED60	TPTG	NA	NA	coagulation assay	0.0	hr	2.8	NA	NA	2.5	3.1	NA	NA	min	NA
Metze2021	edo	20.0	ED60	ETP	NA	NA	coagulation assay	0.0	hr	1458.0	NA	NA	1344.0	1681.0	NA	NA	dimensionless	NA
Metze2021	edo	20.0	ED60	TGLT	NA	NA	coagulation assay	2.0	hr	4.9	NA	NA	3.5	5.2	NA	NA	min	NA
Metze2021	edo	20.0	ED60	TGP	NA	NA	coagulation assay	2.0	hr	158.0	NA	NA	126.0	191.0	NA	NA	dimensionless	NA
Metze2021	edo	20.0	ED60	TPTG	NA	NA	coagulation assay	2.0	hr	9.5	NA	NA	7.2	11.2	NA	NA	min	NA
Metze2021	edo	20.0	ED60	ETP	NA	NA	coagulation assay	2.0	hr	1342.0	NA	NA	1223.0	1421.0	NA	NA	dimensionless	NA
Metze2021	edo	20.0	ED60	cmax	edoxaban	plasma	LC MS/MS	2.0	hr	289.0	NA	NA	99.0	482.0	NA	NA	ng/mL	NA
Metze2021	riv	20.0	RIV20	TGLT	NA	NA	coagulation assay	0.0	hr	1.5	NA	NA	1.4	1.9	NA	NA	min	NA
Metze2021	riv	20.0	RIV20	TGP	NA	NA	coagulation assay	0.0	hr	356.0	NA	NA	308.0	476.0	NA	NA	dimensionless	NA
Metze2021	riv	20.0	RIV20	TPTG	NA	NA	coagulation assay	0.0	hr	2.9	NA	NA	2.8	3.6	NA	NA	min	NA
Metze2021	riv	20.0	RIV20	ETP	NA	NA	coagulation assay	0.0	hr	1529.0	NA	NA	1388.0	1901.0	NA	NA	dimensionless	NA
Metze2021	riv	20.0	RIV20	TGLT	NA	NA	coagulation assay	3.0	hr	4.4	NA	NA	3.7	5.1	NA	NA	min	NA
Metze2021	riv	20.0	RIV20	TGP	NA	NA	coagulation assay	3.0	hr	125.0	NA	NA	103.0	188.0	NA	NA	dimensionless	NA
Metze2021	riv	20.0	RIV20	TPTG	NA	NA	coagulation assay	3.0	hr	10.7	NA	NA	8.6	11.3	NA	NA	min	NA
Metze2021	riv	20.0	RIV20	ETP	NA	NA	coagulation assay	3.0	hr	1459.0	NA	NA	1244.0	1828.0	NA	NA	dimensionless	NA
Metze2021	riv	20.0	RIV20	cmax	rivaroxaban	plasma	LC MS/MS	3.0	hr	216.0	NA	NA	130.0	406.0	NA	NA	ng/mL	NA
Metze2021	dab	20.0	DAB150	TGLT	NA	NA	coagulation assay	0.0	hr	1.5	NA	NA	1.2	1.7	NA	NA	min	NA
Metze2021	dab	20.0	DAB150	TGP	NA	NA	coagulation assay	0.0	hr	451.0	NA	NA	357.0	521.0	NA	NA	dimensionless	NA
Metze2021	dab	20.0	DAB150	TPTG	NA	NA	coagulation assay	0.0	hr	2.8	NA	NA	2.4	3.0	NA	NA	min	NA
Metze2021	dab	20.0	DAB150	ETP	NA	NA	coagulation assay	0.0	hr	1921.0	NA	NA	1399.0	2394.0	NA	NA	dimensionless	NA
Metze2021	dab	20.0	DAB150	TGLT	NA	NA	coagulation assay	3.0	hr	2.2	NA	NA	2.0	2.9	NA	NA	min	NA
Metze2021	dab	20.0	DAB150	TGP	NA	NA	coagulation assay	3.0	hr	411.0	NA	NA	364.0	499.0	NA	NA	dimensionless	NA
Metze2021	dab	20.0	DAB150	TPTG	NA	NA	coagulation assay	3.0	hr	3.2	NA	NA	3.2	4.2	NA	NA	min	NA
Metze2021	dab	20.0	DAB150	ETP	NA	NA	coagulation assay	3.0	hr	1731.0	NA	NA	1407.0	2093.0	NA	NA	dimensionless	NA
Metze2021	dab	20.0	DAB150	cmax	dabigatran	plasma	LC MS/MS	3.0	hr	93.0	NA	NA	20.0	277.0	NA	NA	ng/mL	NA
