study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	min	max	cv	comments	mean_unit
Frost2014a		all	21.0	API10	inr (change)		plasma	coagulation assay	API10_inr (change)_all	3.0	hr	14.0	6.0						dimensionless
