study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group2	6.0	IV1_25	cumulative amount	apixaban	kidney	calculated	cumulative amount_group2_IV1_25	60.0	hr	8.418269515575365e-07	2.3693736990679002e-07							time assumed	mole	mg
