study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		apix	30.0	IVaverage	cumulative amount	apixaban	kidney	calculated	cumulative amount_apix_IVaverage	60.0	hr	1.5477181079178127e-06	2.241483197425702e-07							time assumed	mole	mg
