study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021		group4	6.0	IV3_75	0.05	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0009006845681266876	0.0003811424661702198	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	137.9		29.0		sec	
Frost2021		group4	6.0	IV3_75	0.166666666666667	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0005495577475673994	8.331444934840914e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	108.281830238726		1.551724137931		sec	
Frost2021		group4	6.0	IV3_75	0.5	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.00038615052521490757	0.0001259579860141001	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	89.6730769230769		2.32460212201589		sec	
Frost2021		group4	6.0	IV3_75	1.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0003016316684588727	0.00011275709526189771	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	88.1332891246684		2.32758620689661		sec	
Frost2021		group4	6.0	IV3_75	2.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0003727614216346855	0.00010444980581876171	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	95.9277188328912		3.10344827586209		sec	
Frost2021		group4	6.0	IV3_75	3.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0002274424748718085	5.363471011510773e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	86.6472148541113		3.1064323607428		sec	
Frost2021		group4	6.0	IV3_75	4.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.0002045947856116481	3.1017126004031995e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	78.9244031830238		2.32161803713529		sec	
Frost2021		group4	6.0	IV3_75	6.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	0.00013877530338026703	2.1038713466354106e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	68.9038461538461		3.1004641909814		sec	
Frost2021		group4	6.0	IV3_75	8.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	9.086657098063982e-05	2.142784542090185e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	66.6359416445623		3.10344827586211		sec	
Frost2021		group4	6.0	IV3_75	12.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	4.729016228211708e-05	1.0266271746248531e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	59.0056366047745		3.1064323607427		sec	
Frost2021		group4	6.0	IV3_75	18.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	2.176495086625136e-05	6.05175402275604e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	54.5444297082228		3.103448275862		sec	
Frost2021		group4	6.0	IV3_75	24.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	1.4209320365230206e-05	3.3259514012470513e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	48.53149867374		2.3275862068966		sec	
