study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	geommean	median	mean_se	min	max	cv	comments	mean_unit	median_unit
Frost2021		group1	6.0	IV0_5	cumulative amount	apixaban	kidney	calculated	cumulative amount_group1_IV0_5	60.0	hr	3.4494328818757347e-07	2.2760565581081175e-07							time assumed	mole	mg
