study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	mean_sd	mean_se	comments	mean_unit
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	0.0	hr	0.0					mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	0.5	hr	6.078306842935909e-05	33.4468284783162	4.159190027619435e-05	1.2006547410284438e-05		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	1.0	hr	0.00013868925931673147	69.2515901242056	4.164366905571027e-05	1.2021491769679007e-05		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	2.0	hr	0.00020627450199720305	104.232033670862	7.123384061409652e-05	2.0563438526979767e-05		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	4.0	hr	0.0001867870573466346	92.5199069530559	5.0444361573440514e-05	1.4562032866762347e-05		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	6.0	hr	0.00013001904014129338	63.8759259630158	3.115186307378866e-05	8.992768265705124e-06		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	8.0	hr	9.296512370400523e-05	46.4585222932123	2.8203199673853214e-05	8.14156246185396e-06		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	10.0	hr	7.004296711924288e-05	35.7272225258296	2.6706219132846903e-05	7.709421402693148e-06		mole/meter^3
Tirona2018		control	12.0	API2.5, ROS5	concentration	apixaban	plasma	LC MS/MS	control_apixaban	12.0	hr	4.8840034546501856e-05	25.7876229252562	2.5222180786719877e-05	7.281016433381066e-06		mole/meter^3
