run	success	duration	cost	ftissue_api	GU__MXEXC_k	LI__API2M2_k	LI__API2M7_k	LI__M22M1_k	LI__M22M1_Km	LI__MXEXBI_k	KI__APIEX_k	KI__M1EX_k	KI__M7EX_k	message	x	x0
0	True	51.89321494102478	520.3761099102023	0.19611257106279287	1.9152859400260163e-05	0.16036687106093256	0.0389310457140792	0.03597094464409813	22.420375926289406	0.010684693804886113	0.2513729849119622	0.02228556688222855	0.008550419728226054	`xtol` termination condition is satisfied.	"[1.96112571e-01 1.91528594e-05 1.60366871e-01 3.89310457e-02
 3.59709446e-02 2.24203759e+01 1.06846938e-02 2.51372985e-01
 2.22855669e-02 8.55041973e-03]"	"[8.39011579e-01 2.34004442e-06 2.18785544e-02 3.17006320e-03
 9.24014367e-03 3.18932944e+01 2.46267153e-02 8.80495805e-01
 4.71471850e-02 2.17096880e-03]"
3	True	76.5346884727478	523.1465502052649	0.20878563932243066	1.333483427741036e-05	0.10840739374411841	0.09162909980550768	0.03192069511254761	20.318319806862757	0.005292854591666089	0.2588777124485079	0.007484410475418159	0.0013946844629521594	`xtol` termination condition is satisfied.	"[2.08785639e-01 1.33348343e-05 1.08407394e-01 9.16290998e-02
 3.19206951e-02 2.03183198e+01 5.29285459e-03 2.58877712e-01
 7.48441048e-03 1.39468446e-03]"	"[5.24394612e-01 2.40795937e-04 7.55838381e-03 5.61294376e-03
 3.03339085e-02 3.31766070e+01 3.11195513e-03 5.43475715e-03
 5.32507003e-01 1.11550221e-03]"
7	True	65.63563442230225	525.4169376177167	0.20142435124038227	1.8995905760154498e-05	0.14047228703461828	0.05896229628343192	0.040499754916070836	25.63844938257738	0.01211763463784302	0.2541211384406044	0.04448943635886225	0.006681801896002638	`xtol` termination condition is satisfied.	"[2.01424351e-01 1.89959058e-05 1.40472287e-01 5.89622963e-02
 4.04997549e-02 2.56384494e+01 1.21176346e-02 2.54121138e-01
 4.44894364e-02 6.68180190e-03]"	"[9.57655856e-02 2.79872782e-05 1.75871006e-01 1.82834826e-01
 1.26696965e-03 3.73671502e+01 2.41222880e-03 2.46344667e+00
 1.69972208e-01 8.45658599e-02]"
1	True	106.09282898902893	532.1276584123691	0.19667705847728487	1.5691974044957185e-05	0.1842387639238965	0.01402502635310111	0.0629890985821273	39.81486344342535	0.010168107204935408	0.25413075149855957	0.01274367647978859	0.04426528564007196	`xtol` termination condition is satisfied.	"[1.96677058e-01 1.56919740e-05 1.84238764e-01 1.40250264e-02
 6.29890986e-02 3.98148634e+01 1.01681072e-02 2.54130751e-01
 1.27436765e-02 4.42652856e-02]"	"[9.99780950e-02 5.51445026e-04 6.15046801e-02 7.68515901e-01
 5.95220782e-02 2.66795081e+01 1.96287326e-03 1.25578295e-03
 4.42486402e-03 1.17051148e+01]"
8	True	53.29403305053711	545.3447246755436	0.20251544331822743	1.1522767087431116e-05	0.09989071890126933	0.09868669568214349	0.03662079926534047	23.544118685743737	0.013491329713669025	0.25858421531245135	0.10986257756648445	0.00431871084238548	`xtol` termination condition is satisfied.	"[2.02515443e-01 1.15227671e-05 9.98907189e-02 9.86866957e-02
 3.66207993e-02 2.35441187e+01 1.34913297e-02 2.58584215e-01
 1.09862578e-01 4.31871084e-03]"	"[1.17472972e-01 1.00559700e-04 7.30301060e-02 1.13809305e+00
 6.00964430e-03 3.48316843e+01 2.27379441e-03 1.55196086e-03
 1.06634253e-01 1.43914389e-02]"
5	True	66.50625896453857	547.837196105662	0.20385608518400194	1.1403017230857079e-05	0.10215376992641395	0.09782554736194742	0.036694539623733764	23.589248186985586	0.01631011648312245	0.25757500965050295	0.23679115268779866	0.005271092936869129	`xtol` termination condition is satisfied.	"[2.03856085e-01 1.14030172e-05 1.02153770e-01 9.78255474e-02
 3.66945396e-02 2.35892482e+01 1.63101165e-02 2.57575010e-01
 2.36791153e-01 5.27109294e-03]"	"[2.61100545e-01 1.36922765e-06 2.84651004e-01 6.11805834e-03
 7.81256509e-02 2.37324377e+01 1.13420804e-02 5.59673921e+01
 3.22547048e-03 5.69816938e-03]"
6	True	101.96265149116516	553.2688757010434	0.20721848885904715	1.4200734087496597e-05	0.19172743569542264	0.007282167099470947	0.03757715576774568	20.395654544233878	0.01939619622358951	0.2559273950437625	0.05655445892952026	0.8806338155500655	`xtol` termination condition is satisfied.	"[2.07218489e-01 1.42007341e-05 1.91727436e-01 7.28216710e-03
 3.75771558e-02 2.03956545e+01 1.93961962e-02 2.55927395e-01
 5.65544589e-02 8.80633816e-01]"	"[2.52113240e+00 1.67326429e-04 1.80506174e-02 2.27192424e-03
 5.52371692e-02 2.47270636e+01 2.52239636e-02 3.53124192e-03
 5.45681410e-03 3.62424582e-01]"
2	True	62.73747682571411	2288.382279817095	0.7769402437295813	4.171649861869849e-05	0.1128511401814989	0.04432212083264828	0.015122064714083387	20.71759558661491	0.09600002803961924	0.42943446570727145	0.04643536999837491	84.40151987183168	`xtol` termination condition is satisfied.	"[7.76940244e-01 4.17164986e-05 1.12851140e-01 4.43221208e-02
 1.51220647e-02 2.07175956e+01 9.60000280e-02 4.29434466e-01
 4.64353700e-02 8.44015199e+01]"	"[1.87212370e+00 2.52978662e-05 1.19761814e-01 1.54633996e-01
 1.02567692e-03 2.23976281e+01 9.23801505e-02 1.17770669e+00
 1.93634583e-02 8.17282935e+01]"
4	True	37.976629972457886	5073.54756246723	1.0690062508185272	0.00942996066587095	0.05806989573197348	0.048659916587326976	0.018875712812843764	21.89099232473531	0.001435728052300683	0.7561368953762365	0.06499982265907624	3.9760882793787524	`xtol` termination condition is satisfied.	"[1.06900625e+00 9.42996067e-03 5.80698957e-02 4.86599166e-02
 1.88757128e-02 2.18909923e+01 1.43572805e-03 7.56136895e-01
 6.49998227e-02 3.97608828e+00]"	"[1.03325123e+00 9.39375355e-03 8.40325340e-03 2.54045404e-01
 9.57269634e-03 2.88583526e+01 1.22230670e-03 2.27614427e-01
 8.43451381e-02 3.67332501e+00]"
9	True	41.869123697280884	6636.895122474607	1.0917786641764766	7.0194076896916925e-06	0.03498618997812968	0.046990170474192954	0.01692919665079782	20.221283063560442	0.04925611583620113	0.9573791710323911	0.005647115161789786	78.30167744540637	`xtol` termination condition is satisfied.	"[1.09177866e+00 7.01940769e-06 3.49861900e-02 4.69901705e-02
 1.69291967e-02 2.02212831e+01 4.92561158e-02 9.57379171e-01
 5.64711516e-03 7.83016774e+01]"	"[1.14150941e+00 6.62622992e-06 4.13447798e-03 8.45042631e-03
 1.16591053e-02 2.02024295e+01 5.57431557e-02 9.21674304e+00
 5.36634317e-03 8.38295175e+01]"
