study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Parasrampuria2015	all	18.0	NA	species	18.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	all	18.0	NA	healthy	18.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	all	18.0	NA	sex	18.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	all	18.0	NA	ethnicity	17.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	all	18.0	NA	ethnicity	1.0	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	all	18.0	NA	overnight fast	18.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Parasrampuria2015	study1	8.0	all	age	8.0	NA	NA	32.4	NA	10.0	NA	NA	NA	yr	NA
Parasrampuria2015	study1	8.0	all	weight	8.0	NA	NA	75.6	NA	7.4	NA	NA	NA	kg	NA
Parasrampuria2015	study2	10.0	all	age	10.0	NA	NA	37.4	NA	7.7	NA	NA	NA	yr	NA
Parasrampuria2015	study2	10.0	all	weight	10.0	NA	NA	82.5	NA	10.9	NA	NA	NA	kg	NA
