study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Frost2018	japanese	12.0	API10	cumulative amount	apixaban	urine	calculated	cumulative amount_japanese_API10	72.0	hr	4.074428726877041e-06				1.1700514479922112e-06			time assumed	mole	mg
