gid	gname	uid	name	N	mean	median	std	cv	min	q005	q095	max	U	symbol	classification	unit
control	Control	[Cve_api]_aucinf	API AUC∞	1000	0.00011303196500924167	8.60250802767375e-05	0.00014832914450919096	1.312276084885044	4.162566238544391e-05	5.244060121833296e-05	0.0002465054287514775	0.004029815159749741	3.1027045552030432	<***>	high	mM*min
control	Control	[Cve_api]_cmax	API Cmax	1000	2.1500830564657422e-07	1.6557109952472427e-07	3.262966840918185e-07	1.517600369486087	4.0405613278291726e-08	8.595090987693407e-08	4.7446976784953115e-07	9.168685054727305e-06	3.4806793634614928	<***>	high	mM
control	Control	[Cve_api]_thalf	API Half-life	1000	284.3439554843836	279.16656395953237	38.89738758524939	0.1367969560632551	241.29509492088633	244.84610786430812	323.9444285429623	654.2250587828408	0.31124527420619585	<**>	medium	min
control	Control	[Cve_api]_vd	API Vd	1000	51930.17207415347	50551.997393506244	21756.4328127059	0.4189555309317846	956.776033727209	17645.307549008558	89758.82915593048	154889.03496438012	1.6573104968077799	<**>	medium	l
control	Control	[Cve_api]_cl	API CL	1000	0.1265602523816719	0.12649093871983397	0.04968834134366626	0.3926062125241304	0.0027002213220510326	0.044142609261883174	0.20749939110517213	0.2614106826102029	1.5032359090075689	<**>	medium	mole/min/mM
control	Control	[Cve_api]_kel	API kel	1000	0.0024713186406008585	0.002482916475776112	0.0002593563035227006	0.10494652500967766	0.0010594934743855845	0.0021397101470667043	0.002830950373780777	0.002872611980725129	0.3027104835996945	<**>	medium	1/min
control	Control	[Cve_m1]_aucinf	M1 AUC∞	1000	0.3401381085498004	0.33237502870738833	0.17536858935110064	0.5155805390310286	0.00016413990739754574	0.053447286390682254	0.6442030330623495	0.9288629462647191	2.0546299201919007	<***>	high	mM*min
control	Control	[Cve_m1]_cmax	M1 Cmax	1000	0.00040088685820971476	0.0003971905269098371	0.00020360444018503227	0.5078850454073036	1.745204375354424e-07	6.478242482735705e-05	0.0007516956685181425	0.0009852735552615295	1.9802782850622358	<**>	medium	mmole/l
control	Control	[Cve_m1]_thalf	M1 Half-life	1000	287.0010938484685	282.8889433574748	34.87559763590879	0.12151729865643819	243.01524172710128	247.97106880165975	326.6476468988393	663.3841865194744	0.2987244913529517	<*>	low	min
control	Control	[Cve_m7]_aucinf	M7 AUC∞	1000	0.3389205214440469	0.33223194747442364	0.17286398332233643	0.5100428341895931	0.001214645204275684	0.054124653189265244	0.6365500469264	0.8391303866279661	1.995406562655422	<**>	medium	mM*min
control	Control	[Cve_m7]_cmax	M7 Cmax	1000	0.00039849075470600124	0.00039904867341478183	0.0001998551806869833	0.5015302822632174	1.2972790550314107e-06	6.313369176600484e-05	0.0007343819472944172	0.000981179891422974	1.8858714212505443	<**>	medium	mmole/l
control	Control	[Cve_m7]_thalf	M7 Half-life	1000	287.04891138235	282.6594508395732	34.83617016894712	0.12135970138742395	243.4284327084747	248.60342527650883	326.82666783170566	661.1148120582104	0.29771143255369326	<*>	low	min
control	Control	PT_max	max PT	1000	12.50268178732917	12.502061809104163	0.004029139459702057	0.00032226201772050093	12.50050370587271	12.501057014321292	12.505968669909432	12.609434526667496	0.0005350088950692237	<*>	low	s
control	Control	mPT_max	max mPT	1000	53.44600585576856	53.40940474347255	0.40373731621399994	0.007554115780018079	53.400114724500135	53.40088955721347	53.524624077239615	65.0938875999917	0.003650646585609689	<*>	low	s
control	Control	aPTT_max	max aPTT	1000	28.42430390373214	28.404913819985055	0.17430980202715124	0.006132421135712111	28.400027251212613	28.400544167003453	28.467358496827234	33.308850095512035	0.004742784453098609	<*>	low	s
control	Control	INR_max	max INR	1000	1.0015218793664984	1.000178513490145	0.018808129647743088	0.01877954943893983	1.0000018424016675	1.0000181926997764	1.0019674034851904	1.502351986568315	0.004160608356551948	<*>	low	dimensionless
control	Control	Xa_inhibition_max	max Xa inhibition	1000	0.10709761524264302	0.07787141015038017	0.15094637498732932	1.409427975079944	0.000100133590761295	0.0072592888544897784	0.2891905181572967	3.0279103116406105	5.326111870426669	<***>	high	dimensionless
