study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
He2017	EDO60	-4|-3|-2|-1|0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	60	mg	for 5 days
He2017	EDO90	-4|-3|-2|-1|0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	90	mg	for 5 days
