study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
He2017	all	30.0	NA	species	30.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	30.0	NA	healthy	30.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	15.0	NA	ethnicity	15.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	15.0	NA	ethnicity	15.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	30.0	NA	sex	21.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	30.0	NA	sex	9.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
He2017	all	30.0	NA	age	30.0	NA	NA	39.4	NA	10.0	NA	NA	NA	yr	NA
He2017	all	30.0	NA	bmi	30.0	NA	NA	25.9	NA	2.7	NA	NA	NA	kg/m^2	NA
He2017	all	30.0	NA	overnight fast	30.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	age	15.0	NA	NA	36.3	NA	9.6	NA	NA	NA	yr	NA
He2017	group60	15.0	all	sex	9.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	sex	6.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	ethnicity	5.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	ethnicity	10.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	bmi	15.0	NA	NA	25.8	NA	2.8	NA	NA	NA	kg/m^2	NA
He2017	group90	15.0	all	age	15.0	NA	NA	42.5	NA	9.8	NA	NA	NA	yr	NA
He2017	group90	15.0	all	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group90	15.0	all	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	ethnicity	10.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group60	15.0	all	ethnicity	5.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
He2017	group90	15.0	all	bmi	15.0	NA	NA	25.9	NA	2.7	NA	NA	NA	kg/m^2	NA
