study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Raghavan2009	low	18	API20	cmax	apixaban	plasma	HPLC MS/MS	NA	NA	264.0	NA	NA	NA	68.64	NA	26.0	ng/ml	NA
Raghavan2009	low	18	API20	auc_inf	apixaban	plasma	HPLC MS/MS	NA	NA	2424.0	NA	NA	NA	630.24	NA	26.0	ng/ml*hr	NA
Raghavan2009	low	18	API20	tmax	apixaban	plasma	HPLC MS/MS	NA	NA	NA	3.0	1.0	6.0	NA	NA	NA	hr	NA
Raghavan2009	low	18	API20	thalf	apixaban	plasma	HPLC MS/MS	NA	NA	15.8	NA	NA	NA	9.8	NA	NA	hr	NA
Raghavan2009	low	18	API20	vd	apixaban	plasma	HPLC MS/MS	NA	NA	52.7	NA	NA	NA	23.715	NA	45.0	l	NA
Raghavan2009	low	18	API20	clearance_renal	apixaban	plasma	HPLC MS/MS	NA	NA	14.1	NA	NA	NA	3.525	NA	25.0	ml/min	NA
Raghavan2009	low	18	API20	oral clearance	apixaban	plasma	HPLC MS/MS	NA	NA	68.8	NA	NA	NA	27.52	NA	40.0	ml/min	NA
